budget;genres;id;keywords;original_language;original_title;overview;production_companies;release_date;revenue;runtime;tagline;title;rating;vote_count;director
25000000;Comedy;10591;porn actor pornographic video high school school party blonde;en;The Girl Next Door;Exceptionally ambitious high schooler Matthew has aspirations for a career in politics when he falls in love with his gorgeous 19-year-old neighbor, Danielle. But Matthew's bright future is jeopardized when he finds Danielle was once a porn star. As Danielle's past catches up with her, Matthew's love for her forces him to re-evaluate his goals.;"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""New Regency Pictures"", ""id"": 10104}, {""name"": ""Daybreak"", ""id"": 49241}]";2004-04-09;30411183;108.0;Matt never saw her coming... but all his friends had!;The Girl Next Door;6.3;824;Luke Greenfield
25000000;Action & Adventure & Thriller;10861;mistake in person dying and death twin brother russian mafia;en;Maximum Risk;A policeman takes his twin brother's place and inherits his problems and a beautiful girlfriend. He is forced to kickbox his way from France to the U.S. and back while playing footsie with the FBI and Russian mafia. Not just muscles with a badge, the policeman must find the answers to some tough questions, none harder than what the heck is an accordian player doing in a sauna.;"[{""name"": ""Columbia Pictures"", ""id"": 5}]";1996-09-13;51702483;100.0;The Other Side of Safety.;Maximum Risk;5.2;101;Ringo Lam
0;Action & Comedy & Drama;12770;robbery fool studies house uncle;en;Stealing Harvard;John and his girlfriend have vowed to marry once they save $30,000 for their dream house. But the minute they achieve their financial goal, John finds out his niece has been accepted at Harvard, and he's reminded of his promise to pay for her tuition (nearly $30,000). John's friend Duff convinces him to turn to petty crime to make the payment … but Duff's hare-brained schemes spin quickly out of control.;"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Revolution Studios"", ""id"": 497}]";2002-09-13;0;85.0;Their intentions were honorable. Their methods were criminal.;Stealing Harvard;4.4;46;Bruce McCulloch
25000000;Crime & Thriller;276907;biography based on true story gangster twins;en;Legend;"Suave, charming and volatile, Reggie Kray and his unstable twin brother Ronnie start to leave their mark on the London underworld in the 1960s. Using violence to get what they want, the siblings orchestrate robberies and murders while running nightclubs and protection rackets. With police Detective Leonard ""Nipper"" Read hot on their heels, the brothers continue their rapid rise to power and achieve tabloid notoriety.";"[{""name"": ""Working Title Films"", ""id"": 10163}, {""name"": ""Cross Creek Pictures"", ""id"": 10246}, {""name"": ""Anton Capital Entertainment (ACE)"", ""id"": 20664}]";2015-09-09;42972994;131.0;Love, fight, live, rule like a legend.;Legend;6.7;973;Brian Helgeland
0;Action & Comedy;10074;stuntman step father swimming pool aftercreditsstinger;en;Hot Rod;For Rod Kimball, performing stunts is a way of life, even though he is rather accident-prone. Poor Rod cannot even get any respect from his stepfather, Frank, who beats him up in weekly sparring matches. When Frank falls ill, Rod devises his most outrageous stunt yet to raise money for Frank's operation -- and then Rod will kick Frank's butt.;"[{""name"": ""Paramount Pictures"", ""id"": 4}]";2007-08-03;14334401;88.0;Smack destiny in the face.;Hot Rod;6.3;313;Akiva Schaffer
28000000;Horror & Thriller;65055;shark attack louisiana dirty cop shark aftercreditsstinger;en;Shark Night;A weekend at a lake house in the Louisiana Gulf turns into a nightmare for seven vacationers as they are subjected to fresh-water shark attacks.;"[{""name"": ""Incentive Filmed Entertainment"", ""id"": 7215}]";2011-09-02;10126458;91.0;Terror runs deep.;Shark Night;4.9;132;David R. Ellis
25;Drama;10397;emigration irish-american hunger socially deprived family famine;en;Angela's Ashes;Based on the best selling autobiography by Irish expat Frank McCourt, Angela's Ashes follows the experiences of young Frankie and his family as they try against all odds to escape the poverty endemic in the slums of pre-war Limerick. The film opens with the family in Brooklyn, but following the death of one of Frankie's siblings, they return home, only to find the situation there even worse. Prejudice against Frankie's Northern Irish father makes his search for employment in the Republic difficult despite his having fought for the IRA, and when he does find money, he spends the money on drink.;"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Universal Pictures"", ""id"": 33}]";1999-12-25;13;145.0;;Angela's Ashes;7.0;59;Alan Parker
25000000;Drama;200505;sport duringcreditsstinger;en;Draft Day;At the NFL Draft, general manager Sonny Weaver has the opportunity to rebuild his team when he trades for the number one pick. He must decide what he's willing to sacrifice on a life-changing day for a few hundred young men with NFL dreams.;"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Lionsgate"", ""id"": 1632}]";2014-04-11;28831145;109.0;The greatest victories don't always happen on the field.;Draft Day;6.5;304;Ivan Reitman
25000000;Fantasy & Horror & Science Fiction & Thriller;11954;space marine vampire flying saucer comet alien;en;Lifeforce;A space shuttle mission investigating Halley's Comet brings back a malevolent race of space vampires who transform most of London's population into zombies. The only survivor of the expedition and British authorities attempt to capture a mysterious but beautiful alien woman who appears responsible.;"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Golan-Globus"", ""id"": 1445}, {""name"": ""Easedram"", ""id"": 21896}]";1985-06-20;0;116.0;In the blink of an eye, the terror begins.;Lifeforce;6.2;135;Tobe Hooper
25000000;Crime & Drama & History;60309;president history conspiracy lawyer trial;en;The Conspirator;Mary Surratt is the lone female charged as a co-conspirator in the assassination trial of Abraham Lincoln. As the whole nation turns against her, she is forced to rely on her reluctant lawyer to uncover the truth and save her life.;"[{""name"": ""Wildwood Enterprises"", ""id"": 316}, {""name"": ""American Film Company"", ""id"": 7486}]";2010-09-10;15478800;122.0;One bullet killed the President. But not one man.;The Conspirator;6.2;137;Robert Redford
25000000;Drama;9787;skateboarding success independent film woman director;en;Lords of Dogtown;The film follows the surf and skateboarding trends that originated in Venice, California during the 1970s.;"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""TriStar Pictures"", ""id"": 559}]";2005-06-03;13411957;107.0;They never thought they'd be famous, but they always thought they'd be friends.;Lords of Dogtown;7.0;210;Catherine Hardwicke
25000000;Drama & History;293646;mining chile based on true story survival woman director;en;The 33;Based on a true story about the collapse at the mine in San Jose, Chile that  left 33 miners isolated underground for 69 days.;"[{""name"": ""Alcon Entertainment"", ""id"": 1088}, {""name"": ""Phoenix Pictures"", ""id"": 11317}, {""name"": ""Fabula"", ""id"": 24459}, {""name"": ""Half Circle"", ""id"": 60255}]";2015-08-06;24902723;120.0;Hope Runs Deep;The 33;6.0;378;Patricia Riggen
25000000;Action & Adventure & Comedy & Fantasy;6978;kung fu chinatown magic mystery;en;Big Trouble in Little China;When trucker, Jack Burton agreed to take his friend, Wang Chi to pick up his fiancee at the airport, he never expected to get involved in a supernatural battle between good and evil. Wang's fiancee has emerald green eyes, which make her a perfect target for immortal sorcerer, Lo Pan and his three invincible cronies. Lo Pan must marry a girl with green eyes so he can regain his physical form.;"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""TAFT Entertainment Pictures"", ""id"": 965}]";1986-05-30;11000000;99.0;Adventure doesn't come any bigger!;Big Trouble in Little China;7.1;705;John Carpenter
0;Comedy & Romance;133698;;fr;Un Plan parfait;Successful woman in love tries to break her family curse of every first marriage ending in divorce, by dashing to the alter with a random stranger before marrying her boyfriend.;"[{""name"": ""TF1 Films Production"", ""id"": 3823}, {""name"": ""Quad Productions"", ""id"": 7038}]";2012-10-29;0;104.0;;Fly Me to the Moon;5.6;194;Pascal Chaumeil
25000000;Action & Drama;59440;bank training beating mixed martial arts teacher;en;Warrior;The inspirational story of an estranged family that finds redemption in the unlikeliest of places…the MMA ring. Tommy Riordan (Tom Hardy), an ex-marine with a tragic past, returns home and enlists his father (Nick Nolte), a recovering alcoholic and former wrestling coach, to train him for “Sparta”, the biggest MMA tournament ever held. But when Tommy’s underdog brother, Brendan (Joel Edgerton), fights his way into the tournament, the two brothers must finally confront each other and the forces that pulled them apart. What ensues is the most gut-wrenching, soul-stirring, and unforgettable battle of their lives.;"[{""name"": ""Solaris Film"", ""id"": 1001}, {""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Mimran Schur Pictures"", ""id"": 6573}, {""name"": ""Filmtribe"", ""id"": 12425}]";2011-09-09;23057115;140.0;Fight for Family;Warrior;7.7;1272;Gavin O'Connor
28000000;Drama & Thriller;1770;civil war fight presidential election freedom fighter chinese civil war;en;Michael Collins;Michael Collins plays a crucial role in the establishment of the Irish Free State in the 1920s, but becomes vilified by those hoping to create a completely independent Irish republic.;"[{""name"": ""Geffen Pictures"", ""id"": 360}, {""name"": ""Warner Bros."", ""id"": 6194}]";1996-10-25;16900000;132.0;Ireland, 1916. His Dreams Inspired Hope. His Words Ignited Passion. His Courage Forged A Nation's Destiny.;Michael Collins;6.7;97;Neil Jordan
0;War & Drama & History;10655;civil war independence troops army battle;en;Gettysburg;"Summer 1863. The Confederacy pushes north into Pennsylvania. Union divisions converge to face them. The two great armies clash at Gettysburg, site of a theology school. For three days, through such legendary actions as Little Round Top and Pickett's Charge, the fate of ""one nation, indivisible"" hangs in the balance.";"[{""name"": ""TriStar Television"", ""id"": 8609}, {""name"": ""Esparza / Katz Productions"", ""id"": 26560}]";1993-10-08;25000000;254.0;;Gettysburg;6.6;90;Ronald F. Maxwell
25000000;Drama & War;8988;post traumatic stress  disorder iraq war veteran u.s. soldier woman director;en;Stop-Loss;A veteran soldier returns from his completed tour of duty in Iraq, only to find his life turned upside down when he is arbitrarily ordered to return to field duty by the Army.;"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""MTV Films"", ""id"": 746}, {""name"": ""Peirce Pictures"", ""id"": 2546}]";2008-03-28;11207130;113.0;The bravest place to stand is by each other's side.;Stop-Loss;6.1;82;Kimberly Peirce
25000000;Drama & Mystery & Thriller;15992;alcohol detective dancer nightmare college;en;Abandon;A psychological thriller about a senior at one of America's most prestigious universities. Under enormous pressure to complete her thesis and earn a top job at one of the world's most competitive consulting firms, Katie is still coping with the sudden unexplained disappearance of her first love two years prior. As the investigation continues, Katie is forced to choose between past passions and new possibilities, even as new facts are uncovered.;"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]";2002-10-14;10719357;99.0;Watch who you leave behind.;Abandon;4.6;45;Stephen Gaghan
25000000;Drama & Thriller;17707;holiday prison thailand drug injustice;en;Brokedown Palace;Best friends Alice and Darlene take a trip to Thailand after graduating high school. In Thailand, they meet a captivating Australian man, who calls himself Nick Parks. Darlene is particularly smitten with Nick and convinces Alice to take Nick up on his offer to treat the two of them to what amounts to a day trip to Hong Kong. In the airport, the girls are seized by the police and shocked to discover that one of their bags contains heroin.;"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Adam Fields Productions"", ""id"": 3334}, {""name"": ""Two Girls Productions"", ""id"": 81140}]";1999-08-13;13000000;100.0;Their graduation present was a trip to paradise, but they never thought they would land in hell.;Brokedown Palace;6.2;111;Jonathan Kaplan
